year,stock,capture,effort
1994,Auxis thazard,1349,1149356729
1994,Chanos chanos,0.001,1149356729
1994,Elasmobranchii,284,1149356729
1994,Engraulis mordax,384,1149356729
1994,Euthynnus lineatus,130,1149356729
1994,Grampus griseus,4250,1149356729
1994,Katsuwonus pelamis,2403,1149356729
1994,Makaira nigricans,7355,1149356729
1994,Merluccius productus,20,1149356729
1994,Opisthonema libertate,22,1149356729
1994,Penaeus stylirostris,5985,1149356729
1994,Pleuronectiformes,6104,1149356729
1994,Promethichthys prometheus,1186,1149356729
1994,Trichiuridae,298,1149356729
1994,Xiphias gladius,200879,1149356729
1995,Auxis thazard,906,1079527343
1995,Chanos chanos,0.001,1079527343
1995,Elasmobranchii,224,1079527343
1995,Engraulis mordax,118,1079527343
1995,Euthynnus lineatus,102,1079527343
1995,Grampus griseus,4977,1079527343
1995,Katsuwonus pelamis,42256,1079527343
1995,Makaira nigricans,5357,1079527343
1995,Merluccius productus,78,1079527343
1995,Opisthonema libertate,0,1079527343
1995,Penaeus stylirostris,6334,1079527343
1995,Pleuronectiformes,1980,1079527343
1995,Promethichthys prometheus,0.001,1079527343
1995,Trichiuridae,286,1079527343
1995,Xiphias gladius,265324,1079527343
1996,Auxis thazard,1266,1187972211
1996,Chanos chanos,0.001,1187972211
1996,Elasmobranchii,729,1187972211
1996,Engraulis mordax,412,1187972211
1996,Euthynnus lineatus,444,1187972211
1996,Grampus griseus,6833,1187972211
1996,Katsuwonus pelamis,7130,1187972211
1996,Makaira nigricans,5872,1187972211
1996,Merluccius productus,116,1187972211
1996,Opisthonema libertate,0,1187972211
1996,Penaeus stylirostris,5849,1187972211
1996,Pleuronectiformes,2342,1187972211
1996,Promethichthys prometheus,0.001,1187972211
1996,Seriola spp,22,1187972211
1996,Trichiuridae,206,1187972211
1996,Xiphias gladius,208650,1187972211
1997,Auxis thazard,5787,1385597735
1997,Chanos chanos,0.001,1385597735
1997,Elasmobranchii,1318,1385597735
1997,Engraulis mordax,2036,1385597735
1997,Euthynnus lineatus,79,1385597735
1997,Grampus griseus,7459,1385597735
1997,Katsuwonus pelamis,4128,1385597735
1997,Makaira nigricans,8405,1385597735
1997,Merluccius productus,1089,1385597735
1997,Opisthonema libertate,6,1385597735
1997,Penaeus stylirostris,3482,1385597735
1997,Pleuronectiformes,2540,1385597735
1997,Promethichthys prometheus,0.001,1385597735
1997,Seriola spp,72,1385597735
1997,Trichiuridae,200,1385597735
1997,Xiphias gladius,174986,1385597735
1998,Auxis thazard,3259,1357103768
1998,Chanos chanos,0.001,1357103768
1998,Elasmobranchii,645,1357103768
1998,Engraulis mordax,2056,1357103768
1998,Euthynnus lineatus,250,1357103768
1998,Grampus griseus,6324,1357103768
1998,Katsuwonus pelamis,9700,1357103768
1998,Makaira nigricans,10516,1357103768
1998,Merluccius productus,250,1357103768
1998,Opisthonema libertate,527,1357103768
1998,Penaeus stylirostris,2988,1357103768
1998,Pleuronectiformes,1165,1357103768
1998,Promethichthys prometheus,0.001,1357103768
1998,Seriola spp,7,1357103768
1998,Trichiuridae,329,1357103768
1998,Xiphias gladius,153000,1357103768
1999,Auxis thazard,2338,1592896766
1999,Chanos chanos,0.001,1592896766
1999,Elasmobranchii,967,1592896766
1999,Engraulis mordax,737,1592896766
1999,Euthynnus lineatus,89,1592896766
1999,Grampus griseus,5620,1592896766
1999,Katsuwonus pelamis,3786,1592896766
1999,Makaira nigricans,6753,1592896766
1999,Merluccius productus,111,1592896766
1999,Opisthonema libertate,125,1592896766
1999,Penaeus stylirostris,2789,1592896766
1999,Pleuronectiformes,2071,1592896766
1999,Promethichthys prometheus,0.001,1592896766
1999,Seriola spp,0.001,1592896766
1999,Trichiuridae,309,1592896766
1999,Xiphias gladius,108734,1592896766
2000,Auxis thazard,1645,930125664.9
2000,Chanos chanos,0.001,930125664.9
2000,Elasmobranchii,10534,930125664.9
2000,Engraulis mordax,547,930125664.9
2000,Euthynnus lineatus,11,930125664.9
2000,Grampus griseus,5304,930125664.9
2000,Katsuwonus pelamis,8477,930125664.9
2000,Makaira nigricans,8470,930125664.9
2000,Merluccius productus,392,930125664.9
2000,Opisthonema libertate,5,930125664.9
2000,Penaeus stylirostris,3210,930125664.9
2000,Pleuronectiformes,2590,930125664.9
2000,Promethichthys prometheus,0.001,930125664.9
2000,Seriola spp,0.001,930125664.9
2000,Trichiuridae,274,930125664.9
